,screen_name,name,text,followers_count,friends_count
165,ganpir,Jean Pierre,@OGloboPolitica @SF_Moro Com isso fica mais claro do que nunca a intenção de Fachin: proteger o bandido Moro que cr… https://t.co/difxyIdUmY,247,174
166,thi_henrique,T’Challa,Acho incrível como eleitor do Bolsonaro agora dá aula sobre polarização e como a vida pública pregressa do Lula pre… https://t.co/HPi7mgccDM,1118,706
167,DinoDebochado,Dino Debochado☭,"@pedrodoria Menos de 24h da anulação das condenações do lula, os antipetistas tão fazendo um malabarismo enorme pra… https://t.co/CQ1LlhvBaY",62772,2267
168,LouisGomes,Luís Eduardo Gomes,"O problema dos ""nem um nem outro"" é que eles querem herdar o voto como se fosse um direito divino.

Não querem faze… https://t.co/nATDJrfeei",2637,1189
169,gfcookye,gio⁷🍊yoon day!,RT @mouIimrouge: com a noticia do lula ja estou planejando meu intercambio em 2023 pelo ciências sem fronteiras,4779,4318
170,setenta_sdlrpx,gay & lúgubre 🌺,RT @sensacionalista: Lula prejudica a economia e derruba a bolsa https://t.co/4hY7tHVI2Z,359,293
171,94blueboy,namorado do lewis capaldi 🌵,RT @Evil_The_: O LULA FOI O QUE ?????,529,2038
172,neidelopesacre,🚩Neide Lopes 🚩,RT @leodebritoac: O que é o risco Lula? Mais universidades? Mais comida na mesa? Mais Brasil respeitado no exterior? Mais Minha Casa Minha…,584,420
173,mc_minel,STEVO,"RT @blogdosakamoto: Uma coisa é não gostar de Lula e não querer que ele volte à Presidência, outra é compará-lo à ameaça à democracia e à s…",424,459
174,RoboMetatrader,MQL5 Robot Brasil,"RT @Nagsk_: Lula solto e Ibov em queda, ontem foi um ótimo dia para as compras",187,55
175,thi_henrique,T’Challa,"• Eleições 2022:

2- “Mas você vai votar no Lula?!”
1- “Vou… tudo pra tirar o Bozo.”
2- “Você já viu que tem outros… https://t.co/RrDIf2w2Zi",1118,706
176,Lukreissao,Uber o'braya,"N entendi a relação
""Anulação das condenações de Lula faz dólar subir e derruba bolsa""  https://t.co/fmb7Wlfyec",430,418
177,Leticiagomesb,𝐿𝑒𝑙𝑒𝑧𝑖𝑛ℎ𝑎,@PeresMariana_ Porém lula entregou tudo nessa época,206,170
178,milesimal,...,RT @educarvalholl: Lula voltou do paredão falso?!,178,405
179,luciano_revicom,🇧🇷Luciano Vitor Ferreira🇧🇷🇺🇸,"RT @BobjeffHD: A esquerdalha acordou indignada com a manchete na Folha afirmando que o ""risco PT afeta cenário econômico"". 

O mercado logo…",1331,3122
180,_maribah,Trapo de bandeira,"E se no lugar o hino nacional a gente começasse a cantar

""Lula lá, brilha uma estrela
Lula lá, cresce a esperança… https://t.co/AbjfpwRlpz",613,262
181,ipemturu,mundinho juliette br #bbb21,"hoje eu almocei aqui no estágio, e mais um choque de realidade:

aqueles funcionários que trabalham com manutenção,… https://t.co/oNThoIwQ2O",363,315
182,jaquesadriano,Jaques,"RT @ivanildoiii: Lula e Bolsonaro é o tipo de batalha que não importa quem ganhar, nós perdemos.",272,459
183,clitoristriste,Helô,RT @riqueeesantos: Lula se preparando para a eleição de 2022 https://t.co/VCNlp56zIq,75,79
184,MariaCecliaPer2,Maria Cecília38 #QueroBolsonaroAte2026,"RT @PeixotoEdmur: ""Agora o país vai ficar dividido novamente...
Os que odeiam LULA e os que odeiam BOLSONARO...Só um homem pode unir o país…",1189,1444
185,mts_x2,mts²² ᶜʳᶠ,RT @itsleall: melhor é o lula po https://t.co/gqCODj4Tjb,89,182
186,jessicaallvs,metamorfose ambulante,RT @buarrocha: Entendo uma esquerda que ja nasceu caviar não ter referência no Lula. Não viu a geladeira chegando. Não viu o bairro mudando…,240,387
187,bi_sexy_uau,𝐦𝐚𝐫𝐢𝐜𝐚,"RT @vitor_hbf: Lula é elegível.

Amo? Não.
Queria votar nele? Não.
Prefiro mil antes dele? Sim. 
PT é deplorável? Sim.
Votaria nele contra…",365,356
188,LuisPau38697413,Luis Paulo,"RT @Rconstantino: ""Lula é corrupto, mas também não matou ninguém na pandemia"", disse Joel Pinheiro, para espanto do @AdrillesRJorge bem ao…",327,653
189,hardtolovej,Jess 🔥,"RT @caamila_sr: “Nem Bolsonaro nem Lula” 
vai apertar 17 de novo né vagabunda?!",86,441
190,kiioliveira,kiany🌶,"eu não falo de política pq não entendo nada mesmo, daí o Lula sai da cadeia e a bonita fica aplaudindo. Kkkkkkkkkk… https://t.co/uig902EH8F",87,170
191,eduardameneses_,complicada,RT @foIkcc: vou apertar 13 tão forte que o lula vai sentir a dedada lá no cu dele,944,219
192,kaylane_6tare,🌞,"RT @ILLEGALBODE: ""é sério q ces tão realmente considerando votar no lula? 🙄"" https://t.co/XmtXjN58ei",1970,1041
193,rodrigofutre,Rodrigo Montenegro,"@AndreHenning Andre, vc não foi feliz nos 2 governos do Lula?",175,720
194,viniciusbarr0s,dregui,RT @eduardomoreira: Hoje as ações da Apple e do Google caíram mais de 4% na bolsa americana. Parece que foi por causa desse negócio aí do L…,1195,658
195,SilviaR47563194,Silvia Rodriguez,"RT @BlogdoNoblat: “Gostaria que o Lula concorresse. No momento que nós vivemos, precisamos de uma grande lição de democracia na próxima ele…",150,261
196,mavicxxx,Mavic 🗣️,RT @CruzTigas: Se for Lula segundo turno eu vou pra urna com uma estrela tatuada na testa. Se for o Doria eu vou vestido de tucano. Se for…,646,640
197,diurnooo,um caipira no litoral 🏠,"RT @bomdiavermes: Ó, se a bolsa não caiu com mais de 260k mortos mas caiu com a noticia do Lula, o problema tá AONDE MESMO?
Bando de arromb…",895,1776
198,leanzferdinand,Leandro Fernandes,RT @tarciziosilva: Lula inspira trabalho de homem que estava desocupado há 30 anos; entenda,331,480
199,MarceloACoelho1,Marcelo A Coelho ⚫️⚪,RT @thicico: Queria poder chegar bem pertinho do bolsonaro e falar no ouvidinho dele:  “LULA LÁ”,4261,2321
200,GuilhermeMala11,"Malaquias, Guilherme","POV: Você está no Brasil de 2028, a gasolina continua cara, o dólar alto q só a porra, as coisas continuam caras, a… https://t.co/nkbRtWwuDn",118,216
201,pxulinho_,LULA LA,Lula 2022 https://t.co/GZbyHq8iOR,444,519
202,macedoRL,BPD! at the disco,"RT @biazitagomes: "" a bolsa despencou por causa do lula"".

Amigo vc tá dirigindo um UBER pq a direita destruiu a economia.",161,425
203,breathedply,amandinha,@biaOwO ai nao vejo a hora de ve a carinha do lula na urna,307,247
204,thegabialves,gabi,RT @tarciziosilva: Lula inspira trabalho de homem que estava desocupado há 30 anos; entenda,497,397
205,AbrahaoBia,Bia CRF,"“É possível as pessoas tomarem uma cerveja alegre” obg Lula por belas palavras,tem meu voto agora https://t.co/LN9cGsnzXF",2050,1312
206,RicardoPBrasil,Ricardo P Lula 🌎🚩,"Tem companheiro bebendo desde ontem, comemorando a anulação dos processos contra Lula. 
Cirominion também deve estar bebendo😏🤣🤣",4736,4933
207,G_brunninho,@brunninho🔞📵,"RT @pameladiasadeso: O cabelo da Mariah Carey na cara do Lula 🤣
 https://t.co/jrpPfaFCLz",455,523
208,anahflavia__,Ana🦋,"RT @vitor_hbf: Lula é elegível.

Amo? Não.
Queria votar nele? Não.
Prefiro mil antes dele? Sim. 
PT é deplorável? Sim.
Votaria nele contra…",185,117
209,vilinsantos3,𝔼𝕧𝕚𝕚𝕚😜,"RT @caamila_sr: “Nem Bolsonaro nem Lula” 
vai apertar 17 de novo né vagabunda?!",86,76
210,rianmagalhaess,Rian Magalhães,RT @sensacionalista: Lula prejudica a economia e derruba a bolsa https://t.co/4hY7tHVI2Z,43,148
211,elimacapa,M.Santos Bolsonaro,"RT @Rconstantino: ""Agora o país vai ficar dividido novamente... Os que odeiam Lula e os que odeiam Bolsonaro... Só um homem pode unir o paí…",128,561
212,emanueliima,Manel 🔴⚫,RT @m4neps: o sport foi campeão da Copa do Brasil durante o governo de Lula https://t.co/ozi1qfFXuG,52,98
213,ClerBrasil,Cler,RT @conexaopolitica: PGR vai recorrer contra decisão de Fachin que anulou processos de Lula https://t.co/x9vIdizJZm,588,932
214,embettsupremacy,Captain Swan 🐝,"RT @marcelorodjr: trabalhando pela primeira vez em anos. 
obrigado, presidente Lula! https://t.co/3np1YVEQEH",108,198
215,Gustavofavaro9,Gustavofavaro,"@LucimarioFelix1 @andrizek @LuizEduardoSdV Por favor tenha o mínimo de honestidade intelectual, qualquer pessoa min… https://t.co/3wuiEUqB3o",43,645
216,MarcusV87228464,Marcus Vinicius Ribeiro,"@JornalOGlobo Nem Lula nem Bolsonaro, já vimos que os dois não tem condições, vamos mudar esse caminho.",6,310
217,CassioNino,Cassio Monteiro,"RT @umaluqualquer: Que medo é esse que a grande imprensa tem do Lula  ao comparar seu governo com onde Bolsonaro? 
É só falta de caráter ou…",209,579
218,CarecaReaca,Gentile,"RT @BobjeffHD: Uma das frases do dia:

Se o Lula for preso em uma blitz dirigindo bêbado, certeza que o STF acaba com a Lei Seca.",1315,1772
219,kcccfenty,Filha de pastor mundana,RT @FellerMarcelo: Marina Silva ter índice de rejeição maior que Bolsonaro e que Lula diz tanto sobre o Brasil...,960,778
220,donanferacirga,Fernando Garcia,"RT @Rconstantino: ""Agora o país vai ficar dividido novamente... Os que odeiam Lula e os que odeiam Bolsonaro... Só um homem pode unir o paí…",150,109
221,jkoshow,JOHN KENNEDY 🇫🇷 🇧🇷,"RT @jornalodia: Ministro Gilmar Mendes, do Supremo Tribunal Federal, incluiu a análise sobre a suspeição do ex-juiz da Lava Jato para a pau…",872,2462
222,LeoCarvalho536,Leo,RT @leandroruschel: Supremo já havia decidido 8 VEZES que a Vara de Curitiba era competente para julgar os crimes identificados na Lava Jat…,1450,1875
223,DahlinJameson,Jameson Dahlin,RT @direitasiqueira: APOSTO QUE O LULA TÁ COM MEDO DOS DEBATES COM O BOLSONARO!!! 🦑😆,854,771
224,Gustavo_MouVin,•Gustavo•(odiando tudo e quase todos),"""Ai vcs ficam idolatrando político, é tudo farinha do mesmo saco. Bolsonaro=Lula""
Idolatrar é diferente de torcer a… https://t.co/9ohCUWFhDS",2139,2070
225,Frederi69762333,Fred Anti Commies,"@DallasginReturn 23:59 Lula solto pelo STF e protege Moro.
00:00 STF coloca Moro em suspeição e este pode ser preso… https://t.co/F5vf8DVEGN",13,17
226,VanessaB_2020,Vanessa,"RT @MarceloFreixo: A decisão de Fachin que anulou as condenações de Lula está correta. O julgamento conduzido por Moro foi viciado, polític…",298,492
227,rosilenesouzae1,ROSILENE,RT @bernardokuster2: O plano do Fachin era livrar... o próprio Fachin. Agrada defensores de Moro porque aparentemente tentou salvá-lo e agr…,298,229
228,JaymeLopesA,Jayme Lopes,"Depois de ouvir a inacreditável #Globonews repetir mantras de mercado, de medo do populismo, de Bolsonaro se fortal… https://t.co/KI55HY1MHt",23,271
229,KityLemes,Cris Lemes,"RT @guiaoquadrado: O dólar tá subindo todo dia há quase 3 anos. 

A Globonews: decisão de Fachin sobre Lula leva a alta do dólar 

😂😂😂😂😂🤪🤪🤪…",85,185
230,z_arb,thiago,RT @alcrsk: lula mal voltou e eu ja achei 10 real na rua slc economia ta melhorando ja,6155,180
231,Thassy_severo,𝐓𝐡𝐚𝐬𝐬𝐲,"Eu: vó, olha o Lula falando 
Vó: o Lula é bonitão 

KKKKKKKKKKKKKKKKKKKKKKKK morro de amor",958,859
232,Gabriele_Maxxi,Gabizinha,RT @beatrizz_rioss: o lula ja teria roubado a vacina p nós,1390,1139
233,Antonio05466453,Antonio,Tem que adiar nada.fachim e só mais um júri. Contrário à liberdade do presidente Lula como nossa mídia fascista também,0,5
234,JONGlNINIE,Vic uchis bot do 开,"RT @marcelorodjr: trabalhando pela primeira vez em anos. 
obrigado, presidente Lula! https://t.co/3np1YVEQEH",1817,1820
235,cadcruzeiro,Carlos Cruzeiro,RT @CosmonautaPato: O risco de eleger Lula é você voltar a ter 3 refeições por dia,109,1727
236,JudSilvio,SILVIO JUD 👊👊👊,"RT @LulaOficial: Em razão do julgamento da suspeição do ex-juiz Sérgio Moro para as 14h, a entrevista do ex-presidente Lula foi remarcada p…",11960,10139
237,poxabaka,o cara da cocaína,"RT @caamila_sr: “Nem Bolsonaro nem Lula” 
vai apertar 17 de novo né vagabunda?!",470,1002
238,1000britos,luiz ☭,RT @direitasiqueira: APOSTO QUE O LULA TÁ COM MEDO DOS DEBATES COM O BOLSONARO!!! 🦑😆,705,1084
239,MarcianoBrito13,Marciano Brito,RT @gleisi: Manchete de 1989! Há muito que Lula inferniza o dólar! Só no seu governo que não infernizou 😏 https://t.co/1vxIBU5EGJ,3690,3264
240,lucas_shulze,DesempreGadoᶜʳᶠ🤡,"RT @_anna1921: Odiar o Lula                  Odiar o Bolsonaro
                          🤝Eu",87,223
241,karl92s,lulodilmopetista karl,"RT @padilhando: Hoje eu tô o dia inteiro com aquele jingle de 2006 na cabeça... ""Não adianta tentarem me calar, nunca ninguém vai abafar a…",1836,839
242,DirceGenoinaSoa,Nilza🚩,"RT @MarceloPintoBA: Jessé Souza: não basta absolver Lula para devolver a democracia, Moro precisa ser condenado https://t.co/C7TWKfMW0G",1325,1234
243,pfvmarys,leman,"No governo lula não ficava essa bagunça no sistema do prouni sisu e etc... se você passou na faculdade pelo programa, foi graças ao PT.",1278,362
244,JuarezBPereira1,Juarez B Pereira,@reinaldoazevedo @UOLNoticias @UOL Só idiotas acredita na inocência do ladrão Lula,10,191
245,etceterasol,kwará,"RT @armandrops: ""votar no lula é eleger o bolsonaro"" isso é literalmente o contrário de como funciona uma eleição, procure se informar melh…",275,311
246,fedantasz,angel of the night,gente eu entrei no twitter e só tem gente falando do lula. que sabor 😎👏🏻,1193,1221
247,zeconservador,José 🇧🇷,"pra quem é nenén e não viveu 2002

eis o tal Risco Lula chegando novamente https://t.co/r8gpjBxmfT",347,534
248,suarleyy,Caian,Dizer que o lula não é forte pra 2022 é desconhecer profundamente eleição e política. Todo direito de não gostar e… https://t.co/stXB16KTyT,576,1132
249,rwagnerfla,PETISTA RUBRO NEGRO ᶜᴿᶠ,RT @sensacionalista: Lula prejudica a economia e derruba a bolsa https://t.co/4hY7tHVI2Z,230,510
250,lixeletto,Palmtopinho do Cyberchase,RT @sensacionalista: Lula prejudica a economia e derruba a bolsa https://t.co/4hY7tHVI2Z,539,1667
251,italobarrosr,itu ✨,RT @ideizeri: então você vai votar no lula neah.........*tirando a roupa*,2431,738
252,HPaglacci,Helide Paglacci,"RT @bernardokuster2: Mesmo após Fachin livrar Lula e tentar blindar Moro, Gilmar pautou para hoje (9) o julgamento da suspeição de Moro na…",195,357
253,lavinia_kiim,ᵛⁱʰ • 🍊,RT @vcutscult: bolsonaro é louco e eu sou lula jump jump jump taehyung já tinha dado a cartada,5,35
254,badgaleveee,eve,"RT @marcelorodjr: trabalhando pela primeira vez em anos. 
obrigado, presidente Lula!",270,203
255,thiagocrdos019,Thiago💸,Juro não entendo a geração crítica Bolsonaro por ser homofóbico mas apoia lula tbm homofóbico (oq bomba é a Marina❤️),15,45
256,gisasales20,maria das dores 2.0,"✨existem outros candidatos além de Bolsonaro e lula✨ 

É sobre isso.",270,252
257,smurfett0,Maria 👀,"@killiansashwn @boomlouist @kadzuken Vamo de Marina, Lula e Bozo já desceram o Brasil pro subsolo aaaaaaaa",180,198
258,danythrejo,Lucy Muñoz,"RT @stedile_mst: Lula deve ser candidato com a missao: recuperar o respeito internacional do país, recuperar a soberania nacional, construi…",228,340
259,Rafaeljodes,Rafael Jodeskleydson,"RT @pduarte30: Em 2022, NÃO queremos nem Lula nem Bolsonaro.

A decisão de ontem leva o Brasil pelo mesmo caminho de 2018: a polarização da…",156,415
260,RadioRockPuro,RadiσRσckPυrσ,RT @leandroruschel: O Centrão vê com simpatia a possibilidade de Lula voltar ao poder. É um antigo e confiável companheiro de roubo.,5452,300
261,Brirooo,Avanti Palestra,"RT @Danielhrs: Fachin entregou o Lula p tentar salvar a lava-jato. Ofereceu um acordo, uma vez q o caso Lula estava perdido e era o “pacien…",179,505
262,AntifascistaMc,DE-BO-CHA-DÍ-SSI-MO 🇧🇷,RT @sensacionalista: Lula prejudica a economia e derruba a bolsa https://t.co/4hY7tHVI2Z,415,1417
263,luisagratao,luluzinha,@Larilara16 IRRRRA lambadão Lula la la,263,327
264,dariocorrea1728,Dario Correa 3a. conta,"RT @Rconstantino: ""Agora o país vai ficar dividido novamente... Os que odeiam Lula e os que odeiam Bolsonaro... Só um homem pode unir o paí…",208,262
265,andreencinasON,ANDRE_LULA_DA_SILVA🚩,RT @direitasiqueira: APOSTO QUE O LULA TÁ COM MEDO DOS DEBATES COM O BOLSONARO!!! 🦑😆,620,722
266,CNMMERCOSUL,CNM MERCOSUL,"RT @Rconstantino: ""Agora o país vai ficar dividido novamente... Os que odeiam Lula e os que odeiam Bolsonaro... Só um homem pode unir o paí…",760,3056
267,millsmystic,layla ☽ 🌵,RT @glhrxm: lula voltou antes que a rihanna,5475,2589
268,clh_sandra,@Sandra clh,Você duvidou que teriam coragem de mudar a lei e Soltar Lula? Revogaram prisão 2@ Instancia e SOLTARAM!Achou que nã… https://t.co/JsZyTDHaVl,4559,5011
269,AppelLuciano,Luciano Appel 🇧🇷🇧🇷,"RT @taoquei1: Gilmar Mendes acaba de pautar a suspeição do Moro.
Significa que o Fachin soltou o Lula por nada? Foi só um abre alas complet…",30169,30824
270,VeraAlken,Vera,"RT @NetoItirussu: Processos que Lula responde por corrupção:

1-Tríplex Guarujá/Propina OAS
2-Instituto Lula/Propina Odebrecht
3-Sítio Atib…",1336,2259
271,AdoMockingbird,Ado 🇧🇷🇯🇵💊👽🇺🇸🦅🤡,"RT @BrazilFight: UM RESUMO DA ATUAÇÃO DO STF, ANTES DE SOLTAR LULA. https://t.co/dPTNEq0iGQ",80,385
272,rodcaragua,RodsCaragua,Fachin livra Lula pra salvar o Moro? https://t.co/Wr2QXimAso via @YouTube,169,314
273,_pitersillva,oãʇıd•,"RT @ogustasb: ""a mas o Bolsonaro tem muito mais eleitores que o Lula""

o protesto do pt em 2019 pelo lula livre: https://t.co/3LTzN4huiB",926,1078
274,ThiagoAssisTh,Thiago,RT @amomitski: o lula hoje https://t.co/M9FjacUgn9,1055,1027
275,rafaelfreitaas_,rafael,"RT @ArrobadeRafael: E começa o terrorismo midiático. Com a reabilitação dos direitos políticos de Lula, o fantasma da corrupção, espantalho…",334,266
276,FranciscaSBrag2,Kika 🚩,RT @direitasiqueira: APOSTO QUE O LULA TÁ COM MEDO DOS DEBATES COM O BOLSONARO!!! 🦑😆,427,1459
277,Moranguxa,Moranguxa Moro,"RT @xlisPF: DESEMBARGADOR DA LAVA-JATO GANHA HONRARIA DO MINISTÉRIO DA DEFESA
O Desembargador Gebran Neto, do TRF4, endossou várias decisõe…",471,528
278,Natymilhomenss,Xorume Antifascista,"@sea_garette Olha parceiro é bem simples, tem que tirar os filhote da ditadura de lá urgente, vai por na mão de Cir… https://t.co/eiIGYgoINU",335,546
279,thay_Christ,Moana de ½ metro,"RT @MarteAwqakuq: eu gosto do lula? não

eu gosto do lula? sim",174,462
280,tenxrio,araújo 🚩,RT @alcrsk: lula mal voltou e eu ja achei 10 real na rua slc economia ta melhorando ja,224,154
281,isapwreira,isa 🦋,@mclaranunesf mulher eu só ouvi ele xingando na cozinha (eu pensava q era por conta do ngc de lula) mas era xingand… https://t.co/Nnh62FAFKr,698,619
